Address,City,Price,lot_size_m2,living_area_m2,Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,est_neigh_price_m2,rooms_total,bedrooms,Bathrooms,province_nl,price_per_sqm
Spaarnestraat 110,Amersfoort,525000.0,179.0,108.0,1930,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.245,6,5.0,1,Utrecht,4861.111111111111
Linge 5,Deurne,395000.0,265.0,170.0,,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3,C,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,4.055,5,4.0,1,Noord-Brabant,2323.529411764706
Turfsingel 70,Gouda,585000.0,116.0,164.0,1875,Bestaande bouw,"Grachtenpand, geschakelde 2-onder-1-kapwoning",Schilddak bedekt met metaal,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3,Niet verplicht,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin,6.115,5,3.0,1,Zuid-Holland,3567.0731707317073
Schopenhauerstraat 145,Apeldoorn,339500.0,173.0,138.0,1968,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.920,7,6.0,1,Gelderland,2460.144927536232
Vlonderkamp 4,Noordwijkerhout,425000.0,127.0,99.0,1984,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,B,In woonwijk,Achtertuin en voortuin,€ 3.674,5,4.0,1,Zuid-Holland,4292.929292929293
Haydnstraat 43,Vlaardingen,325000.0,122.0,136.0,1936,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,3,G,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.255,7,6.0,2,Zuid-Holland,2389.705882352941
Klein Paradijs 4,Beekbergen,1395000.0,9.77,237.0,1971,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,11 kamers (8 slaapkamers),3 badkamers en 2 aparte toiletten,2,C,In bosrijke omgeving en landelijk gelegen,Tuin rondom,1.470,11,8.0,3,Gelderland,5886.0759493670885
Larixstraat 24,Utrecht,475000.0,84.0,93.0,1930,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2,D,Aan rustige weg en in woonwijk,Achtertuin,5.315,4,3.0,1,Utrecht,5107.5268817204305
Zetveld 28,Peize,375000.0,284.0,135.0,1985,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer,3,A,In woonwijk,Achtertuin en voortuin,4.390,5,3.0,1,Drenthe,2777.777777777778
Damastberg 178,Roosendaal,275000.0,136.0,97.0,1990,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,In woonwijk,Achtertuin en voortuin,2.785,5,4.0,1,Noord-Brabant,2835.0515463917527
Bootstraat 38,Etten-Leur,250000.0,181.0,77.0,1953,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,E,In woonwijk,Achtertuin en voortuin,705,4,3.0,1,Noord-Brabant,3246.753246753247
Granaat 4,Zoetermeer,390000.0,119.0,97.0,1992,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,12.510,5,4.0,1,Zuid-Holland,4020.618556701031
Mgr. van de Weteringstraat 5,Utrecht,990000.0,112.0,159.0,1885,Bestaande bouw,"Herenhuis, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,D,Aan rustige weg en in woonwijk,Achtertuin,4.665,6,5.0,1,Utrecht,6226.415094339623
Anton Mauvestraat 19,Leeuwarden,190000.0,158.0,104.0,1935,Bestaande bouw,"Eengezinswoning, eindwoning",Dwarskap bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,E,In woonwijk,Achtertuin en voortuin,1.580,4,3.0,1,Fryslân,1826.923076923077
Helmgras 4,Monster,495000.0,123.0,132.0,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3,A,In woonwijk,Achtertuin en voortuin,1.610,5,4.0,1,Zuid-Holland,3750.0
Bogardeind 88,Geldrop,375000.0,250.0,123.0,1925,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,C,,Achtertuin,2.030,5,3.0,1,Noord-Brabant,3048.7804878048782
Vervoornstraat 120,Putten,485000.0,240.0,121.0,1971,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,D,Aan rustige weg,Achtertuin en voortuin,6.280,5,4.0,1,Gelderland,4008.2644628099174
Rubrum 11,Akersloot,450000.0,129.0,120.0,2019,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.410,5,4.0,1,Noord-Holland,3750.0
Schokker 22,Zeewolde,350000.0,184.0,118.0,1989,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,In woonwijk,Achtertuin en voortuin,3.550,5,4.0,1,Flevoland,2966.101694915254
De Wieken 3,Beek en Donk,300000.0,132.0,122.0,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,C,,Achtertuin,5.395,4,3.0,1,Noord-Brabant,2459.0163934426228
Minister Loudonlaan 68,Enschede,250000.0,141.0,93.0,,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.895,4,3.0,1,Overijssel,2688.1720430107525
Kastanjelaan 31,Driebruggen,330000.0,120.0,92.0,1986,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,,Achtertuin,€ 3.253,5,4.0,1,Zuid-Holland,3586.9565217391305
Mariëndaal 69,Enschede,369000.0,282.0,130.0,1995,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",4.360,4,2.0,1,Overijssel,2838.4615384615386
Prins Bernhardlaan 1,Zutphen,325000.0,106.0,122.0,,Bestaande bouw,"Eengezinswoning, eindwoning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,E,In woonwijk,Achtertuin,1.715,5,4.0,1,Gelderland,2663.934426229508
Dr. Schaepmanlaan 5,Veghel,400000.0,409.0,130.0,1974,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.350,4,3.0,1,Noord-Brabant,3076.923076923077
Vestdijkgaarde 15,Deventer,340000.0,127.0,126.0,1974,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3,D,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",1.720,5,4.0,1,Overijssel,2698.4126984126983
Martinus Nijhofflaan 20,Kloetinge (Gem. Goes),495000.0,407.0,123.0,1992,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",1.710,5,4.0,1,,4024.390243902439
Hessenweg 371,Achterveld (UT),875000.0,890.0,142.0,1997,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Tuin rondom,2.000,5,4.0,2,,6161.971830985915
Het Schip 125,Apeldoorn,575000.0,312.0,191.0,1995,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3,B,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",6.095,7,6.0,2,Gelderland,3010.471204188482
Pijperstraat 5,Assen,225000.0,172.0,128.0,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg,Achtertuin en voortuin,2.145,6,5.0,1,Drenthe,1757.8125
Hoogstraat 104,Oosteind,750000.0,7.535,160.0,1850,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,G,"Aan rustige weg, buiten bebouwde kom en landelijk gelegen",Tuin rondom,975,6,4.0,1,Noord-Brabant,4687.5
Vier Wieken 28,Valburg,350000.0,210.0,99.0,2013,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,225,4,3.0,1,Gelderland,3535.3535353535353
Vliewint 51,Petten,695000.0,670.0,166.0,2002,Bestaande bouw,"Eengezinswoning, geschakelde woning",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,B,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,480,4,3.0,1,Noord-Holland,4186.746987951808
Reisvennestraat 72,Valkenswaard,695000.0,460.0,210.0,1971,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.120,7,4.0,1,Noord-Brabant,3309.5238095238096
Rozemarijntuin 16,Assen,275000.0,137.0,90.0,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,In woonwijk,Achtertuin en voortuin,895,5,4.0,1,Drenthe,3055.5555555555557
Turfmarkt 126,Gouda,925000.0,211.0,240.0,1962,Bestaande bouw,"Grachtenpand, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),2 badkamers,3,D,Aan water en in centrum,Zonneterras,1.275,4,3.0,2,Zuid-Holland,3854.1666666666665
Hercules 97,Katwijk (ZH),439000.0,123.0,113.0,1985,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.795,6,5.0,1,,3884.9557522123896
Irisstraat 6,Amersfoort,375000.0,194.0,76.0,1923,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,2,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras",2.305,3,1.0,1,Utrecht,4934.210526315789
Van Doesburg-erf 77,Dordrecht,450000.0,205.0,155.0,1991,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3,B,,Achtertuin en voortuin,2.720,7,6.0,1,Zuid-Holland,2903.2258064516127
Anton Coolenstraat 1,Gorinchem,359000.0,146.0,106.0,1991,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.655,5,4.0,1,Zuid-Holland,3386.7924528301887
Kleine Wiel 27,Gorinchem,525000.0,340.0,133.0,1992,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.825,5,4.0,1,Zuid-Holland,3947.3684210526317
Amen 57,Amen,825000.0,3.12,251.0,1927,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met pannen en riet,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,B,"Aan rustige weg, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,85,5,4.0,1,Drenthe,3286.8525896414344
Rengersweg 32,Oentsjerk,295000.0,758.0,103.0,1966,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1,E,,Tuin rondom,1.885,3,2.0,1,Fryslân,2864.0776699029125
Anfieldroad 97,Amsterdam,875000.0,164.0,143.0,2001,Bestaande bouw,"Eengezinswoning, tussenwoning (split-level woning)",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,A,"Aan rustige weg, aan water, beschutte ligging en in woonwijk",Voortuin,15.800,4,3.0,1,Noord-Holland,6118.881118881119
Singelweg 5,Middelburg,515000.0,680.0,166.0,1989,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,In woonwijk,"Achtertuin, voortuin en zijtuin",900,5,4.0,1,Zeeland,3102.409638554217
Assendelverstraat 61,Haarlem,369000.0,89.0,74.0,,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,E,Aan rustige weg en in woonwijk,Achtertuin,2.205,4,3.0,1,Noord-Holland,4986.486486486487
Cornelis Trooststraat 28,Helmond,245000.0,114.0,79.0,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.945,5,3.0,1,Noord-Brabant,3101.26582278481
Radenlaan 39,Zwolle,389500.0,255.0,135.0,1985,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,C,In woonwijk,"Achtertuin, voortuin en zijtuin",3.085,6,5.0,1,Overijssel,2885.185185185185
Jan Lievensstraat 24,Leeuwarden,189500.0,120.0,69.0,1935,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer,2,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.760,4,2.0,1,Fryslân,2746.376811594203
Tesstraat 6,Boven-Leeuwen,875000.0,5.295,210.0,2018,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2,A,Aan rustige weg en landelijk gelegen,Tuin rondom,735,6,3.0,1,Gelderland,4166.666666666667
Schaepmanlaan 3,Vlijmen,365000.0,744.0,128.0,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,"Aan rustige weg, in bosrijke omgeving, in woonwijk en open ligging",Achtertuin en voortuin,6.325,5,4.0,1,Noord-Brabant,2851.5625
Oliestraat 16,Grave,625000.0,105.0,190.0,1642,Bestaande bouw,"Herenhuis, hoekwoning",Schilddak bedekt met pannen,8 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,4,C,Aan rustige weg en in centrum,Zonneterras,1.600,8,4.0,1,Noord-Brabant,3289.4736842105262
's-Gravendamseweg 29,Noordwijkerhout,299000.0,96.0,95.0,1920,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,F,,Achtertuin,€ 6.816,4,3.0,1,Zuid-Holland,3147.3684210526317
Elzeneiland 10,Rijswijk (ZH),785000.0,244.0,188.0,1996,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,B,"Aan rustige weg, aan water, beschutte ligging, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",3.860,7,5.0,1,,4175.531914893617
Wikkestraat 13,Alphen aan den Rijn,375000.0,143.0,135.0,1969,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3,A,In woonwijk,Achtertuin,1.980,6,5.0,1,Zuid-Holland,2777.777777777778
Evenboersweg 21,Punthorst,525000.0,1.77,95.0,1928,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer,2,G,"Landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom en zijtuin,940,5,3.0,1,Overijssel,5526.315789473684
Hoge Boekelerweg 77,Enschede,325000.0,151.0,105.0,1935,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.410,6,4.0,1,Overijssel,3095.2380952380954
Michelangelohage 3,Emmeloord,495000.0,403.0,175.0,2007,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.300,5,4.0,1,Flevoland,2828.5714285714284
Roemer Visscherstraat 29,Leiden,435000.0,106.0,100.0,1932,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,F,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,4.485,4,2.0,1,Zuid-Holland,4350.0
Jan van der Heijdenstraat 48,Gorinchem,397500.0,147.0,118.0,2015,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.805,5,4.0,1,Zuid-Holland,3368.64406779661
Deestraat 29,Poortvliet,244500.0,153.0,80.0,2015,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.260,4,3.0,1,Zeeland,3056.25
Kievitlaan 16,Sliedrecht,249000.0,217.0,83.0,1968,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,G,In woonwijk,Achtertuin en voortuin,2.875,4,3.0,1,Zuid-Holland,3000.0
Saksen-Anhalt 20,Arnhem,675000.0,143.0,141.0,2018,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,"Aan bosrand, aan park, aan rustige weg, beschutte ligging, in bosrijke omgeving, in woonwijk en open ligging",Achtertuin en voortuin,1.290,5,4.0,1,Gelderland,4787.234042553191
Sir Winston Churchillln 12,Rijswijk (ZH),569000.0,212.0,162.0,1957,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,4,D,In woonwijk,Achtertuin en voortuin,3.100,7,5.0,1,,3512.3456790123455
Paul Butterfieldstraat 5,Middelburg,340000.0,146.0,105.0,2008,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,In woonwijk,Achtertuin en voortuin,875,5,4.0,1,Zeeland,3238.095238095238
Hangerad 36,Rijssen,259000.0,142.0,76.0,1897,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,D,"Aan park, aan rustige weg en in woonwijk",Achtertuin,2.070,3,2.0,1,Overijssel,3407.8947368421054
Maagdenpalm 27,Arnhem,450000.0,304.0,102.0,2008,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",4.460,4,3.0,1,Gelderland,4411.764705882353
Molenkamp 19,Bennekom,450000.0,235.0,112.0,1963,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.835,4,3.0,1,Gelderland,4017.8571428571427
Dubloen 60,Mijdrecht,525000.0,152.0,165.0,1974,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met overig,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3,A,In woonwijk,Achtertuin en voortuin,3.575,6,4.0,2,Utrecht,3181.818181818182
Irisstraat 7,Enschede,339000.0,221.0,128.0,1930,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,1.875,6,4.0,1,Overijssel,2648.4375
Zandstraat 58,Doetinchem,269500.0,218.0,108.0,1960,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,E,In bosrijke omgeving,Achtertuin en voortuin,300,5,4.0,1,Gelderland,2495.3703703703704
Wachtmeester 21,Gorinchem,460000.0,116.0,137.0,2020,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3,A,In woonwijk,Achtertuin en voortuin,2.105,4,2.0,1,Zuid-Holland,3357.6642335766423
De Leek 2,Beilen,475000.0,499.0,158.0,1983,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2,B,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin, zijtuin en zonneterras",9.415,6,5.0,1,Drenthe,3006.3291139240505
Jan Braskersteeg 3,Edam,850000.0,274.0,175.0,2004,Bestaande bouw,"Herenhuis, hoekwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2,B,Aan water en in centrum,Achtertuin,2.725,6,4.0,1,Noord-Holland,4857.142857142857
Alsteedseweg 54 a,Haaksbergen,1100000.0,8.86,320.0,1967,Bestaande bouw,"Villa, vrijstaande woning",Lessenaardak,8 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,1,C,"Aan bosrand, buiten bebouwde kom, in bosrijke omgeving en landelijk gelegen",Tuin rondom en zonneterras,965,8,4.0,2,Overijssel,3437.5
